value,datetime,datetime_utc,tz_time,geo_id,geo_name
100.0,2025-06-27 00:00:00+02:00,2025-06-26T22:00:00Z,2025-06-26T22:00:00.000Z,8741,Península
87.5,2025-06-27 00:15:00+02:00,2025-06-26T22:15:00Z,2025-06-26T22:15:00.000Z,8741,Península
75.0,2025-06-27 00:30:00+02:00,2025-06-26T22:30:00Z,2025-06-26T22:30:00.000Z,8741,Península
62.5,2025-06-27 00:45:00+02:00,2025-06-26T22:45:00Z,2025-06-26T22:45:00.000Z,8741,Península
0.0,2025-06-27 01:00:00+02:00,2025-06-26T23:00:00Z,2025-06-26T23:00:00.000Z,8741,Península
0.0,2025-06-27 01:15:00+02:00,2025-06-26T23:15:00Z,2025-06-26T23:15:00.000Z,8741,Península
0.0,2025-06-27 01:30:00+02:00,2025-06-26T23:30:00Z,2025-06-26T23:30:00.000Z,8741,Península
0.0,2025-06-27 01:45:00+02:00,2025-06-26T23:45:00Z,2025-06-26T23:45:00.000Z,8741,Península
100.0,2025-06-27 02:00:00+02:00,2025-06-27T00:00:00Z,2025-06-27T00:00:00.000Z,8741,Península
100.0,2025-06-27 02:15:00+02:00,2025-06-27T00:15:00Z,2025-06-27T00:15:00.000Z,8741,Península
100.0,2025-06-27 02:30:00+02:00,2025-06-27T00:30:00Z,2025-06-27T00:30:00.000Z,8741,Península
100.0,2025-06-27 02:45:00+02:00,2025-06-27T00:45:00Z,2025-06-27T00:45:00.000Z,8741,Península
100.0,2025-06-27 03:00:00+02:00,2025-06-27T01:00:00Z,2025-06-27T01:00:00.000Z,8741,Península
100.0,2025-06-27 03:15:00+02:00,2025-06-27T01:15:00Z,2025-06-27T01:15:00.000Z,8741,Península
100.0,2025-06-27 03:30:00+02:00,2025-06-27T01:30:00Z,2025-06-27T01:30:00.000Z,8741,Península
100.0,2025-06-27 03:45:00+02:00,2025-06-27T01:45:00Z,2025-06-27T01:45:00.000Z,8741,Península
105.0,2025-06-27 04:00:00+02:00,2025-06-27T02:00:00Z,2025-06-27T02:00:00.000Z,8741,Península
105.0,2025-06-27 04:15:00+02:00,2025-06-27T02:15:00Z,2025-06-27T02:15:00.000Z,8741,Península
105.0,2025-06-27 04:30:00+02:00,2025-06-27T02:30:00Z,2025-06-27T02:30:00.000Z,8741,Península
105.0,2025-06-27 04:45:00+02:00,2025-06-27T02:45:00Z,2025-06-27T02:45:00.000Z,8741,Península
117.5,2025-06-27 05:00:00+02:00,2025-06-27T03:00:00Z,2025-06-27T03:00:00.000Z,8741,Península
